Episode,TotalReward,FinalLoss
0,0.7964912280701045,0.23163846135139465
1,32.005917159762845,0.5818204879760742
2,-4.4666666666665815,0.6249664425849915
3,-9.22857142857133,0.29980146884918213
4,5.995620437955923,0.3820103406906128
5,-13.032198142414785,0.5431128740310669
6,1.4156862745096097,0.346723735332489
7,-17.46101694915247,0.30321720242500305
8,-21.077591973244136,0.2468801885843277
9,40.88852459016352,0.40526247024536133
10,-19.87885304659495,0.3246855139732361
11,-20.317482517482492,0.329874724149704
12,-21.29834983498349,0.24008068442344666
13,-20.43888888888887,0.14958345890045166
14,-20.194366197183072,0.1913943886756897
15,-14.375975975975877,0.22050824761390686
16,-2.6437500000001615,0.1799142062664032
17,-20.132155477031777,0.25649142265319824
18,-17.266666666666588,0.11409789323806763
19,44.597003745317885,0.4489116072654724
20,-17.038754325259458,0.1735154390335083
21,-19.87885304659495,0.2805609703063965
22,52.59309309309289,0.2665536403656006
23,4.025095057033987,0.5658212304115295
24,48.46797153024859,0.19829097390174866
25,-21.977215189873423,0.28890955448150635
26,-20.73515358361773,0.22092297673225403
27,3.553383458646372,0.38906770944595337
28,53.72542372881377,0.3623286485671997
29,-14.201179941002898,0.23600243031978607
30,-20.946067415730322,0.11889908462762833
31,32.18753993610176,0.24714893102645874
32,15.01690140845027,0.3330293297767639
33,-12.529241877256306,0.5472931861877441
34,35.19270072992653,0.13762955367565155
35,21.525093632958338,0.3470137417316437
36,41.15267175572469,0.11036674678325653
37,6.087147335422973,0.2590812146663666
38,9.994117647058461,0.3486167788505554
39,-13.909215017064822,0.4605059325695038
40,20.02312925170022,0.44449710845947266
41,43.53684210526269,0.6472170948982239
42,-10.496245733788388,0.3054131269454956
43,41.33669064748167,0.2798786163330078
44,26.199999999999527,0.1489848792552948
45,-11.956209150326739,0.2918519377708435
46,79.11023622047279,0.12762275338172913
47,3.7224913494807166,0.3930451273918152
48,67.3051051051064,0.8501894474029541
49,32.212499999999515,0.2882196009159088
50,51.85517241379351,0.4067816138267517
51,27.014814814814372,0.27850326895713806
52,46.70704225352106,0.8798964023590088
53,28.866666666666198,0.22231143712997437
54,28.54805194805168,0.836760938167572
55,106.08489208633188,1.3878005743026733
56,140.42977346278494,0.7510542273521423
57,47.52423208191085,0.7570424675941467
58,71.99174311926743,0.5324403643608093
59,48.84259927797859,0.8044588565826416
60,43.7697986577178,0.5056585669517517
61,124.9118644067807,1.016697883605957
62,22.80606060606017,0.5224022269248962
63,123.916171617163,0.2904578447341919
64,190.94054982817934,0.5653830766677856
65,31.79706959706914,0.7249032258987427
66,-9.853846153846064,0.7730304598808289
67,25.3229235880394,0.2514057159423828
68,24.699999999999555,0.49216485023498535
69,7.951633986927812,0.4746737778186798
70,93.94668769716152,0.8245701193809509
71,205.29967426710277,1.4781301021575928
72,92.9420494699658,0.47507262229919434
73,71.83622047244249,0.6476542949676514
74,12.514465408804659,1.0207206010818481
75,43.106148867313784,0.4159659743309021
76,29.507692307691833,0.6421215534210205
77,276.510687022902,0.9450623989105225
78,31.382389937106495,0.3373226821422577
79,51.30891089108875,0.6218997240066528
80,124.3621621621634,0.9305012226104736
81,441.31140939597054,0.5860536694526672
82,297.5079365079341,0.3800903856754303
83,76.07900355872039,0.5851161479949951
84,53.74929577464776,0.6112549304962158
85,121.35978647686866,0.37309330701828003
86,271.66788321167934,2.5686542987823486
87,199.54212218649653,1.092519998550415
88,46.44908424908465,0.8114845752716064
89,372.49230769230496,0.7726402878761292
90,151.0891891891906,0.7540475726127625
91,44.597003745318496,0.7940324544906616
92,22.199999999999534,1.1774216890335083
93,83.82162162162278,0.9911524057388306
94,43.36883116883086,0.5419825315475464
95,311.08311688311676,1.5244227647781372
96,250.03924050633114,1.1985810995101929
97,39.40588235294091,0.6996098756790161
98,44.63727598566278,0.5868709087371826
99,63.24529616724887,0.8081912398338318
100,348.1591240875897,0.6201098561286926
101,89.40848056537244,1.1219637393951416
102,31.278947368420603,0.781633734703064
103,49.91908831908789,0.4617249667644501
104,39.123076923076646,0.5429783463478088
105,92.33478260869705,1.2233693599700928
106,33.06614173228298,1.2938374280929565
107,55.22325581395437,0.22955723106861115
108,47.9142857142858,0.718348503112793
109,76.67811447811589,0.731460452079773
110,126.18713826366675,2.3798279762268066
111,56.712195121952114,0.9465451240539551
112,216.16825396825502,1.7914983034133911
113,38.56363636363597,0.634197473526001
114,40.431292517006696,0.9686477184295654
115,22.19999999999952,2.015101671218872
116,84.780645161291,0.6845451593399048
117,274.993464052288,1.2231414318084717
118,119.13430656934455,1.1368672847747803
119,273.5853146853135,1.6634981632232666
120,90.3138790035603,0.9652756452560425
121,146.81538461538594,1.3783648014068604
122,186.87346278317258,1.2944706678390503
123,100.00830449827015,1.32346773147583
124,40.698293515358216,1.5258185863494873
125,210.42695035461176,1.1550896167755127
126,15.18013245033067,0.4459491968154907
127,2.6040404040401954,0.659770131111145
128,78.14202898550835,2.884411334991455
129,211.30000000000166,0.647194504737854
130,28.866666666666212,0.5486023426055908
131,334.6045307443341,2.4491872787475586
132,61.87845659164118,1.2424883842468262
133,59.68427672956064,1.0571939945220947
134,101.65578231292658,0.827378511428833
135,103.7094339622657,0.5484349727630615
136,42.557142857142715,0.5485475063323975
137,210.4517482517497,0.6017104387283325
138,130.69816849817005,0.7942177653312683
139,98.2294117647074,2.450990676879883
140,206.80431654676406,1.354874610900879
141,-12.888967971530242,1.4707101583480835
142,51.65686900958528,0.8365280032157898
143,366.91462450592644,1.0154671669006348
144,99.4205128205144,1.1208738088607788
145,194.83888888889055,1.6274442672729492
146,42.46755852842763,0.3194137215614319
147,238.65051194539421,2.371713876724243
148,76.3732283464582,1.2717339992523193
149,89.85957446808679,0.7639824151992798
150,30.92852233676929,1.6576124429702759
151,82.18767123287705,0.7500072717666626
152,165.973584905662,1.3863804340362549
153,430.04163822525186,1.0428588390350342
154,119.05165562913997,2.210477352142334
155,133.73284671533008,0.8642985224723816
156,398.89855072463456,1.0363608598709106
157,138.9068273092387,1.3120285272598267
158,52.81488673139239,1.5645928382873535
159,333.33729372937063,0.7883612513542175
160,449.1121212121181,0.8029268383979797
161,26.71612903225762,2.09662127494812
162,349.63050847457384,1.5949034690856934
163,337.162068965514,2.6631553173065186
164,121.7330739299625,1.2707056999206543
165,325.1893238434143,2.2986772060394287
166,332.13402061855436,1.6789636611938477
167,220.86842105263284,0.885245680809021
168,99.38411552346714,0.8937255144119263
169,119.57704918032948,2.641904830932617
170,32.766141732282975,1.2696285247802734
171,244.34285714285915,1.1912473440170288
172,48.020895522388486,1.1583800315856934
173,77.72346570397268,0.5755475163459778
174,342.8561403508739,1.1271427869796753
175,517.2971119133518,1.85856032371521
176,135.0787456446001,1.2839698791503906
177,130.41472868217153,1.6887216567993164
178,30.000358422938596,1.0938552618026733
179,302.62553191489184,3.3359551429748535
180,194.40973782771658,1.0510435104370117
181,66.28921933085658,1.214483380317688
182,284.93333333333214,1.3179993629455566
183,380.39277978339015,2.344895839691162
184,272.54482758620384,0.9823271036148071
185,136.66666666666788,4.335628509521484
186,148.06474820143947,2.565363883972168
187,338.08947368420775,1.9248418807983398
188,127.74054054054199,1.9758052825927734
189,379.85405405405146,1.71526300907135
190,361.4988505747091,2.4706532955169678
191,404.9474576271151,1.7222504615783691
192,341.2816901408433,2.1315059661865234
193,378.1189189189164,2.2012763023376465
194,105.58226299694243,3.2173972129821777
195,304.9333333333316,2.875998020172119
196,377.65839416058225,1.489349365234375
197,387.52897526501516,1.8937320709228516
198,46.82631578947324,3.207172393798828
199,242.05797101449477,2.5535740852355957
